coid,mdate,tcri,scr,xcdt,industry,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio
1110,2024-12-01,6,400.0,,11,0.076732498,0.19894384,0.112201773,0.248074173,1.493566155
1201,2014-12-01,7,498.0,,12,-0.014962133,0.063347606,0.016625832,0.717056959,0.973714934
1201,2015-12-01,8,-239.0,,12,0.002561864,0.014252961,-0.01703315,0.767820847,1.004455496
1201,2016-12-01,9,-435.0,,12,-0.096587205,-0.01068403,-0.042781261,0.790675563,0.857691348
1201,2017-12-01,9,126.0,,12,0.019981686,0.007876299,0.039256905,0.762407539,1.034469292
1201,2018-12-01,7,430.0,,12,-0.129422643,0.058101756,0.042014046,0.708114182,0.765942079
1201,2019-12-01,7,523.0,,12,-0.03947946,0.112156275,0.117536049,0.636392327,0.896585684
1201,2020-12-01,6,603.0,,12,-0.012760266,0.111108985,0.167650659,0.619788702,0.962314446
1201,2021-12-01,6,599.0,,12,-0.00046411,0.124326094,0.104555397,0.607326906,0.998595597
1201,2022-12-01,6,557.0,,12,-0.027396277,0.132087108,0.081394482,0.590436077,0.922053299
1201,2023-12-01,6,542.0,,12,-0.020201673,0.136536272,0.150696717,0.595511689,0.949060488
1201,2024-12-01,6,589.0,,12,0.013679126,0.155652814,0.163144334,0.561111174,1.039105046
1203,2014-12-01,6,559.0,,12,0.219281971,0.199859071,0.226107736,0.380318585,2.253998149
1203,2015-12-01,6,595.0,,12,0.243604782,0.197853903,0.227702949,0.381325736,2.387454562
1203,2016-12-01,5,654.0,,12,0.252337933,0.211160431,0.320855214,0.385751556,2.299117119
1203,2017-12-01,5,682.0,,12,0.266748917,0.218490383,0.229980788,0.389806186,2.22806022
1203,2018-12-01,5,665.0,,12,0.270795418,0.234239095,0.231388361,0.348515818,2.532197443
1203,2019-12-01,5,651.0,,12,0.275814942,0.245914547,0.138692213,0.340524472,2.498153504
1203,2020-12-01,5,658.0,,12,0.288157167,0.268369675,0.359190122,0.323547875,2.725974394
1203,2021-12-01,5,638.0,,12,0.273077875,0.2780466,0.289696063,0.347637455,2.394024757
1203,2022-12-01,5,595.0,,12,0.282648796,0.303680065,0.053982222,0.342505614,2.430633945
1203,2023-12-01,5,627.0,,12,0.261696524,0.321238215,0.392398402,0.331299598,2.423449159
1203,2024-12-01,5,658.0,,12,0.28311623,0.348420039,0.259617118,0.298510394,2.686857094
1213,2014-12-01,7,411.0,,12,0.33991004,0.156276654,0.218540503,0.17778462,3.59868446
1213,2015-12-01,7,432.0,,12,0.374601616,0.168823393,0.321306218,0.195193785,3.479979905
1213,2016-12-01,7,408.0,,12,0.327688959,0.124615997,0.185368026,0.184661978,3.213836728
1213,2017-12-01,7,376.0,,12,0.326656384,0.124946524,-0.275059228,0.195220994,3.059395115
1213,2018-12-01,9,246.0,,12,-0.027244881,0.013492501,-0.039213683,0.557283454,0.898083571
1213,2019-12-01,9,259.0,,12,0.088093858,-0.019439148,-0.095992713,0.554971477,1.88553552
1213,2020-12-01,9,135.0,,12,-0.197511155,-0.041315052,-0.005257705,0.572887664,0.485085182
1213,2021-12-01,9,76.0,,12,-0.283124579,-0.130291436,-0.040588017,0.606613338,0.35870291
1213,2022-12-01,9,79.0,,12,-0.075414972,-0.209854835,0.014146053,0.654289936,0.630340445
1217,2014-12-01,7,254.0,,12,-0.040493269,0.013807692,0.000306658,0.54516899,0.848834393
1217,2015-12-01,7,302.0,,12,-0.055265602,0.019342263,0.00100819,0.465178705,0.777752014
1217,2016-12-01,7,334.0,,12,-0.062830984,0.027357311,0.022893498,0.476741925,0.742655362
1217,2017-12-01,7,333.0,,12,-0.065730932,0.034368984,0.012888476,0.499783129,0.705655374
1217,2018-12-01,7,341.0,,12,-0.108723225,0.043787761,0.06817546,0.501624894,0.595177499
1217,2019-12-01,7,368.0,,12,-0.090654255,0.047013699,0.03487266,0.500676722,0.650609914
1217,2020-12-01,7,411.0,,12,-0.094921849,0.061484721,0.076636763,0.485904618,0.638803098
1217,2021-12-01,7,409.0,,12,-0.022780454,0.073014273,0.018533079,0.465383405,0.884087347
1217,2022-12-01,7,383.0,,12,-0.021788868,0.085079456,0.020612189,0.45348101,0.895161682
1217,2023-12-01,7,383.0,,12,-0.003306087,0.083127094,0.06710381,0.4605158,0.982468939
1217,2024-12-01,7,406.0,,12,-0.017791974,0.090526322,0.092519165,0.439636653,0.912974893
1218,2014-12-01,6,407.0,,12,0.045490672,6.61037e-05,-0.026015621,0.568504539,1.15101035
1218,2015-12-01,6,433.0,,12,0.150466588,0.009661702,-0.015070292,0.560633768,1.684297306
1218,2016-12-01,6,427.0,,12,0.091185468,0.018962441,-0.042933011,0.559021323,1.297566236
1218,2017-12-01,6,488.0,,12,0.128536532,0.06258984,0.019959432,0.489176375,1.523683348
1218,2018-12-01,6,581.0,,12,0.147045726,0.08797659,0.174698342,0.272997894,1.642174712
1218,2019-12-01,6,597.0,,12,0.201898791,0.102830244,0.137640644,0.284329325,2.097264309
1218,2020-12-01,5,649.0,,12,0.199499149,0.144167402,0.185346972,0.239025937,2.340432912
1218,2021-12-01,5,596.0,,12,0.208598273,0.12245283,-0.075004065,0.342832711,1.939544049
1218,2022-12-01,6,492.0,,12,0.495007387,0.404189196,-0.10543868,0.245382298,3.137685793
1218,2023-12-01,6,508.0,,12,0.302381783,0.464922272,-0.582989362,0.116607711,4.036901726
1219,2014-12-01,5,522.0,,12,0.394299235,0.097452785,0.035591811,0.375719354,3.361446115
1219,2015-12-01,5,448.0,,12,0.264059859,0.075305694,-0.107267662,0.490535747,2.043417902
1219,2016-12-01,5,473.0,,12,0.260277716,0.079064948,0.127144099,0.517147067,2.119192129
1219,2017-12-01,5,439.0,,12,0.239699368,0.07724574,-0.069247261,0.533472185,1.97905276
1219,2018-12-01,5,412.0,,12,0.192054819,0.062929399,0.069965385,0.551803194,1.701314551
1219,2019-12-01,6,419.0,,12,0.19491448,0.078773304,-0.02241115,0.557006037,1.645778107
1219,2020-12-01,6,552.0,,12,0.250364237,0.139323886,0.200390635,0.480306285,2.066277009
1219,2021-12-01,6,543.0,,12,0.245344498,0.130180832,-0.022553592,0.511029328,1.848447948
1219,2022-12-01,6,504.0,,12,0.1902176,0.113046817,-0.042115559,0.568506821,1.494315916
1219,2023-12-01,6,509.0,,12,0.199142838,0.119482758,0.091921751,0.548261358,1.542914369
1219,2024-12-01,6,440.0,,12,0.222225209,0.113403302,0.12442647,0.538623413,1.695160613
1220,2014-12-01,6,420.0,,12,0.438615298,0.118827586,-0.064115277,0.321230288,2.889261063
1220,2015-12-01,6,462.0,,12,0.491478701,0.14567508,0.390172802,0.254725151,4.102529164
1220,2016-12-01,6,493.0,,12,0.51490635,0.174386781,0.434944214,0.202957119,4.852057011
1220,2017-12-01,6,407.0,,12,0.495024448,0.160804135,0.152365969,0.211839262,4.416848868
1220,2018-12-01,6,450.0,,12,0.490289429,0.149974425,0.170870645,0.220892028,4.194834533
1220,2019-12-01,6,492.0,,12,0.465094853,0.160532246,0.280571639,0.213133631,4.098240835
1220,2020-12-01,6,523.0,,12,0.482291597,0.185374437,0.838701506,0.178216462,5.208164643
1220,2021-12-01,6,516.0,,12,0.424297853,0.172175691,0.38017849,0.212073433,3.907896764
1220,2022-12-01,6,411.0,,12,0.399593497,0.136338815,-0.134511389,0.240059945,3.262850071
1220,2023-12-01,6,480.0,,12,0.446189145,0.167658106,0.595960054,0.207097685,4.236144584
1220,2024-12-01,6,528.0,,12,0.438817062,0.190154089,0.218783376,0.233398111,3.48562997
1225,2014-12-01,7,437.0,,12,0.239197966,0.047673898,0.015813727,0.541559625,1.840049226
1225,2015-12-01,7,676.0,,12,0.378122055,0.121691576,0.132823717,0.476857831,2.654262022
1225,2016-12-01,7,619.0,,12,0.333942336,0.145671705,0.179309552,0.447842046,2.203278224
1225,2017-12-01,7,541.0,,12,0.287834579,0.134574506,0.026007394,0.481609287,1.82992118
1225,2018-12-01,7,580.0,,12,0.34794723,0.144376522,0.270316932,0.439586494,2.250827097
1225,2019-12-01,7,569.0,,12,0.261015833,0.128425503,0.100604801,0.528688672,1.801016153
1225,2020-12-01,7,562.0,,12,0.165214728,0.141434717,0.131896876,0.514760196,1.440246928
1225,2021-12-01,7,534.0,,12,0.144968564,0.135632585,-0.114463546,0.574884995,1.334909126
1225,2022-12-01,6,486.0,,12,0.177596976,0.133940702,-9.60852e-05,0.591959804,1.440559417
1225,2023-12-01,6,534.0,,12,0.19961672,0.137127342,0.213279015,0.549000278,1.55425483
1229,2014-12-01,5,550.0,,12,-0.013686521,0.339117582,0.338025858,0.163443702,0.885606826
1229,2015-12-01,5,537.0,,12,-0.008957749,0.354582494,0.391936927,0.173158499,0.92151518
1229,2016-12-01,5,625.0,,12,-0.032994293,0.362962213,0.576313744,0.157428517,0.741360129
1229,2017-12-01,5,598.0,,12,-0.018196432,0.356641676,0.413816632,0.1472796,0.831057157
1229,2018-12-01,5,555.0,,12,-0.064690524,0.360945318,0.384784307,0.189826723,0.571308574
1229,2019-12-01,5,518.0,,12,-0.008657869,0.276634865,0.316485641,0.19152998,0.947200934
1229,2020-12-01,5,519.0,,12,-0.031338265,0.224275467,0.202877013,0.206085541,0.822003469
1229,2021-12-01,5,511.0,,12,-0.025594637,0.186455164,0.126254583,0.212740896,0.861601458
1229,2022-12-01,5,489.0,,12,0.011618055,0.201593307,0.220943078,0.235696346,1.064958467
1229,2023-12-01,5,510.0,,12,0.02114197,0.180991512,0.184220711,0.227180217,1.120633925
1229,2024-12-01,5,495.0,,12,0.019024759,0.175910289,0.222999837,0.198720033,1.123285336
1231,2014-12-01,6,439.0,,12,0.154685994,0.160541559,0.092315567,0.576064701,1.533221425
1231,2015-12-01,6,501.0,,12,0.189701994,0.184420317,0.102441511,0.565779088,1.681537564
1231,2016-12-01,5,570.0,,12,0.194974859,0.216709262,0.207662673,0.525585861,1.722278307
1231,2017-12-01,5,561.0,,12,0.195298333,0.219002849,0.214581589,0.517689281,1.669760295
1231,2018-12-01,5,619.0,,12,0.200319109,0.238614807,0.15125077,0.509096288,1.600296108
1231,2019-12-01,5,585.0,,12,0.169309633,0.242832247,0.065737677,0.5105722,1.45959773
1231,2020-12-01,5,616.0,,12,0.174347625,0.241625829,0.219753324,0.539185215,1.630230599
1231,2021-12-01,5,643.0,,12,0.109556291,0.26579122,0.222352308,0.503929595,1.31159211
1231,2022-12-01,5,675.0,,12,0.158644708,0.266799138,0.145254609,0.5083442,1.568155515
1231,2023-12-01,5,633.0,,12,0.13461804,0.245577409,0.200043628,0.555749553,1.479987676
1231,2024-12-01,5,639.0,,12,0.154203957,0.261227011,0.117710673,0.539092476,1.619152595
1233,2020-12-01,5,382.0,,12,0.079865922,0.180440153,0.264601686,0.381851609,1.321072273
1233,2021-12-01,6,333.0,,12,0.084605772,0.196574028,0.122970037,0.367708952,1.340576729
1233,2022-12-01,6,345.0,,12,0.069543238,0.203503458,0.233761486,0.367215671,1.294734454
1233,2023-12-01,6,415.0,,12,0.0610452,0.206982744,0.298024388,0.372529849,1.246923698
1233,2024-12-01,6,401.0,,12,0.058697328,0.214394885,0.276970805,0.38015501,1.232789025
1235,2014-12-01,8,106.0,,12,0.288923612,0.094272924,-0.014676263,0.481229085,1.635343041
1235,2015-12-01,8,90.0,,12,0.392893614,0.085161541,0.005976082,0.479268531,2.098281845
1235,2016-12-01,8,210.0,,12,0.41759826,0.108969201,0.10902393,0.34788032,2.247045447
1235,2017-12-01,8,209.0,,12,0.464646156,0.134094148,0.023668241,0.274962231,2.750830746
1235,2018-12-01,8,143.0,,12,0.473082866,0.087598097,0.023803623,0.255768261,2.909348253
1235,2019-12-01,8,152.0,,12,0.388155616,0.142779873,0.02566487,0.385809221,2.04098207
1235,2020-12-01,8,171.0,,12,0.489366945,0.166875511,0.11536818,0.280764758,2.827962358
1235,2021-12-01,8,248.0,,12,0.466985929,0.209451314,0.027443629,0.22718621,4.579330902
1235,2022-12-01,8,153.0,,12,-0.315197568,0.254840711,-0.019725873,0.529164091,0.222792924
1235,2023-12-01,8,43.0,,12,-0.270667119,0.155455379,-0.030856302,0.556871978,0.413088081
1235,2024-12-01,8,163.0,,12,-0.068055559,0.145649183,-0.009301783,0.451458719,0.823594189
1236,2014-12-01,6,384.0,,12,0.069275227,0.14526881,0.155579223,0.419222315,1.334348869
1236,2015-12-01,6,428.0,,12,0.055976327,0.124737685,0.186213441,0.432167802,1.262525656
1236,2016-12-01,6,368.0,,12,0.104335077,0.135387982,0.088477928,0.418939237,1.643957303
1236,2017-12-01,6,348.0,,12,0.114132584,0.134268855,0.017858115,0.400591287,1.736648587
1236,2018-12-01,6,354.0,,12,0.064161725,0.159452927,0.203769218,0.343178114,1.318675103
1236,2019-12-01,6,354.0,,12,0.092383234,0.154645513,0.133798899,0.384346167,1.449661206
1236,2020-12-01,6,320.0,,12,0.057605285,0.148312171,0.196030047,0.418445829,1.271787521
1236,2021-12-01,6,348.0,,12,0.047067898,0.128548391,0.12424652,0.384205565,1.224545258
1236,2022-12-01,6,370.0,,12,0.038166932,0.250651736,0.127210707,0.288692056,1.240699355
1236,2023-12-01,6,350.0,,12,0.024317226,0.265327805,0.192717995,0.370259597,1.136821641
1236,2024-12-01,6,320.0,,12,0.016246659,0.276629041,0.002261096,0.377322736,1.083667879
1305,2014-12-01,5,543.0,,13,0.249676863,0.093553702,0.041300907,0.465323802,2.134434708
1305,2015-12-01,5,702.0,,13,0.306563597,0.139825583,0.069867448,0.451644768,2.449974581
1305,2016-12-01,5,816.0,,13,0.354641792,0.191557179,0.393471509,0.417249412,2.903092697
1305,2017-12-01,5,775.0,,13,0.332013779,0.225462966,0.360320796,0.352899472,3.355996007
1305,2018-12-01,5,769.0,,13,0.318095794,0.246224638,0.414149043,0.333708356,2.995793041
1305,2019-12-01,5,665.0,,13,0.258025049,0.238190861,0.557263766,0.293455407,2.87703904
1305,2020-12-01,5,825.0,,13,0.262997022,0.292497314,0.581727401,0.258382316,2.645490887
1305,2021-12-01,5,893.0,,13,0.288406489,0.309873366,0.429260944,0.302795324,2.636019838
1305,2022-12-01,5,508.0,,13,0.218561934,0.213054129,0.122901277,0.398144269,2.173011942
1305,2023-12-01,5,562.0,,13,0.199710854,0.20917028,0.13570846,0.423811024,2.035969924
1305,2024-12-01,5,381.0,,13,0.098361357,0.15901532,0.088622798,0.484602997,1.361003979
1309,2014-12-01,7,350.0,,13,0.169277881,-0.010499986,-0.041647241,0.684285963,1.344183892
1309,2015-12-01,7,462.0,,13,0.177092434,-0.007494616,0.242591426,0.634005904,1.405647702
1309,2016-12-01,7,511.0,,13,0.196520983,0.002144908,0.19287887,0.601369617,1.510888019
1309,2017-12-01,6,664.0,,13,0.247481937,0.057423223,0.085686273,0.556763456,1.696132196
1309,2018-12-01,6,561.0,,13,0.237740368,0.083802824,-0.106299765,0.542602583,1.625586801
1309,2019-12-01,6,636.0,,13,0.315161477,0.124672491,0.432588803,0.462847955,2.107119253
1309,2020-12-01,5,901.0,,13,0.40795977,0.293827839,1.054050706,0.312578914,2.738080811
1309,2021-12-01,5,871.0,,13,0.460431178,0.328067834,0.238812124,0.286918924,3.111326585
1309,2022-12-01,5,622.0,,13,0.503090291,0.326882754,0.542050719,0.220180641,4.423508905
1309,2023-12-01,5,500.0,,13,0.404287177,0.28745209,-0.108390443,0.252308282,2.871572473
1309,2024-12-01,5,517.0,,13,0.336331226,0.227755319,-0.186763099,0.359943319,2.035531256
1310,2014-12-01,7,511.0,,13,0.082145759,0.043680289,-0.048158471,0.39828774,1.320950253
1310,2015-12-01,7,680.0,,13,0.102379851,0.093161181,0.304044146,0.446404424,1.34921674
1310,2016-12-01,7,797.0,,13,0.152346664,0.168263013,0.410677595,0.359493505,1.589232853
1310,2017-12-01,7,738.0,,13,0.16386999,0.168753514,0.116248547,0.306867169,1.76391285
1310,2018-12-01,7,788.0,,13,0.16522097,0.242250415,1.006265416,0.26571073,1.725539753
1310,2019-12-01,7,743.0,,13,0.151702076,0.245281719,0.456753034,0.223022971,1.780235416
1310,2020-12-01,7,529.0,,13,0.141393662,0.196801174,0.013163129,0.171835377,2.034920145
1310,2021-12-01,7,515.0,,13,0.116456164,0.191409897,-0.189358341,0.207336768,1.670899172
1310,2022-12-01,7,474.0,,13,0.101221994,0.150020622,-0.00405405,0.245763324,1.477173421
1310,2023-12-01,7,417.0,,13,0.040002237,0.083777518,-0.106248094,0.26427093,1.170108769
1310,2024-12-01,7,433.0,,13,0.023829189,0.069157951,-0.110034995,0.249708336,1.106673058
1312,2023-12-01,5,438.0,,13,0.120947873,0.355812116,-0.002939676,0.410738427,1.870274533
1312,2024-12-01,5,432.0,,13,0.090892952,0.319245471,-0.079217676,0.426231337,1.749677778
1313,2019-12-01,5,566.0,,13,0.178104602,0.097462991,0.178471338,0.544440123,1.755753993
1313,2024-12-01,5,482.0,,13,0.191300296,0.039107335,0.071572126,0.483700337,2.100782629
1314,2014-12-01,5,648.0,,13,0.161434468,0.400442874,-0.077075782,0.310081564,3.205097496
1314,2015-12-01,5,606.0,,13,0.129888042,0.410285629,0.021782935,0.296968431,2.864006862
1314,2016-12-01,5,582.0,,13,0.073501334,0.38090932,0.01031462,0.332123615,1.537090763
1314,2017-12-01,5,819.0,,13,0.178826853,0.43158553,0.183583073,0.233746712,4.44141581
1314,2018-12-01,5,796.0,,13,0.157566905,0.450082634,0.278812705,0.250980565,2.887610601
1314,2019-12-01,5,592.0,,13,0.158035645,0.408493374,-0.287057877,0.303463089,2.744029895
1314,2020-12-01,5,408.0,,13,0.174823904,0.373661136,-0.121616033,0.324487296,3.09647325
1314,2021-12-01,5,498.0,,13,0.270760938,0.31438244,-0.540003213,0.40613913,2.765799838
1314,2022-12-01,6,321.0,,13,0.278002152,0.290087318,-0.14955307,0.436532039,2.546621016
1314,2023-12-01,6,298.0,,13,0.249549531,0.276768344,-0.061576069,0.459415358,2.202720548
1315,2014-12-01,5,448.0,,13,0.323699044,0.393411071,0.146847266,0.223355843,4.119158051
1315,2015-12-01,5,433.0,,13,0.311496907,0.410561767,0.15279829,0.230690113,3.652671207
1315,2016-12-01,5,454.0,,13,0.330777989,0.391825914,0.102260492,0.238139593,3.488435679
1315,2017-12-01,5,418.0,,13,0.337996324,0.388564478,0.077753805,0.231013392,3.545491153
1315,2018-12-01,5,424.0,,13,0.312182576,0.381126379,0.026570988,0.217751573,3.403428604
1315,2019-12-01,5,419.0,,13,0.553195149,0.422840267,0.190193631,0.15436148,5.315817647
1315,2020-12-01,5,378.0,,13,0.692570727,0.639062804,0.218945039,0.065995583,14.86537922
1315,2021-12-01,5,383.0,,13,0.631962322,0.591074962,0.180990711,0.092863005,9.297395646
1315,2022-12-01,5,515.0,,13,0.630512389,0.672844026,0.587503642,0.077662128,11.68917821
1315,2023-12-01,5,411.0,,13,0.622383554,0.667827812,0.751070254,0.063448866,16.33918545
1315,2024-12-01,5,373.0,,13,0.569700024,0.738831907,0.327831743,0.080899884,11.2193361
1316,2014-12-01,8,206.0,,13,0.587073451,-0.148259748,-0.392726342,0.461505802,3.579085875
1316,2015-12-01,8,182.0,,13,0.395236589,-0.16778081,-0.222350428,0.477383816,1.859594676
1316,2016-12-01,8,122.0,,13,0.3275913,-0.031720658,-0.136823612,0.539645871,1.62430036
1316,2017-12-01,8,467.0,,13,0.397543985,0.043323423,0.226056978,0.413051525,1.973039264
1316,2018-12-01,8,356.0,,13,0.492267281,0.041501502,-0.25810063,0.487742648,2.403245986
1316,2019-12-01,8,-62.0,,13,0.269456237,-0.016225279,-0.545240612,0.645615767,1.420289557
1316,2020-12-01,8,-16.0,,13,0.246237828,-0.011721839,-0.013495791,0.632206264,1.390552867
1316,2021-12-01,8,41.0,,13,0.350209498,-0.017676134,-0.085960521,0.490705575,1.877625661
1316,2022-12-01,8,265.0,,13,0.311200586,0.010709511,-0.089073004,0.549213922,1.671672722
1316,2023-12-01,8,-25.0,,13,0.279207608,-0.008567693,-0.115960747,0.539390087,1.532672633
1321,2014-12-01,6,422.0,,13,0.037308298,0.277880652,0.003700618,0.490947989,1.329016966
1321,2015-12-01,6,403.0,,13,-0.005830156,0.259019272,0.014794268,0.529014055,0.95813717
1321,2016-12-01,6,408.0,,13,0.02748887,0.244068667,-0.018394397,0.554348178,1.246359313
1321,2017-12-01,6,400.0,,13,0.053331621,0.23625991,0.005642555,0.560575047,1.607241352
1321,2018-12-01,6,427.0,,13,0.062626949,0.230862369,0.034494073,0.540900761,1.665445396
1321,2019-12-01,6,433.0,,13,0.06810225,0.242399943,0.058410958,0.539763877,1.737552967
1321,2020-12-01,5,552.0,,13,0.082249337,0.288119287,0.078174741,0.45757461,1.996530946
1321,2021-12-01,5,478.0,,13,0.091128068,0.277609106,0.058370344,0.489483546,1.802459496
1321,2022-12-01,5,476.0,,13,0.076701018,0.289493563,0.009593802,0.49823832,1.836941357
1321,2023-12-01,5,469.0,,13,0.085083636,0.302272812,0.002206486,0.480872919,1.91446134
1321,2024-12-01,5,450.0,,13,0.100874181,0.31525091,0.043460226,0.485166863,2.056728592
1323,2014-12-01,5,653.0,,13,0.386885796,0.174063444,0.273835359,0.496264686,3.032461533
1323,2015-12-01,5,624.0,,13,0.386514605,0.190190003,0.429095566,0.476844656,3.300692717
1323,2016-12-01,5,602.0,,13,0.451583018,0.218284164,0.182138908,0.473240065,4.115544114
1323,2017-12-01,5,607.0,,13,0.414772407,0.231428858,0.1938231,0.462848236,3.919477685
1323,2018-12-01,5,627.0,,13,0.421353079,0.256133251,0.244368879,0.461777207,3.805702456
1323,2019-12-01,5,618.0,,13,0.41407174,0.236867397,0.268620343,0.537877448,4.078680969
1323,2020-12-01,5,605.0,,13,0.39417362,0.249740424,0.228781021,0.528380532,3.969381955
1323,2021-12-01,5,580.0,,13,0.356720204,0.260652797,0.123862122,0.523992282,3.404352399
1323,2022-12-01,5,564.0,,13,0.368580616,0.277091693,0.259981358,0.482246551,4.113174269
1323,2023-12-01,5,504.0,,13,0.377416405,0.284063542,0.197365576,0.465550039,4.668664592
1323,2024-12-01,5,428.0,,13,0.372326346,0.346865396,0.136521838,0.456859753,3.483713778
1324,2014-12-01,6,433.0,,13,0.477232281,0.143153133,0.548090211,0.271404146,3.32999229
